Question,Answer Options,Correct Answer,Dish,Origin,Question type
¿Cuál es un ingrediente principal de Tomaticán en Argentina?,"['membrillo', 'maíz', 'fríjol', 'Llobarro']",maíz,Tomaticán,Argentina,main ingredient
¿En qué país es tradicionalmente popular el plato Tomaticán?,"['Argentina', 'Perú', 'México', 'Venezuela']",Argentina,Tomaticán,Argentina,country of traditional dish
¿En qué país es tradicionalmente popular el plato Tofi?,"['España', 'Argentina', 'Colombia', 'Perú']",Argentina,Tofi,Argentina,country of traditional dish
¿Cuál es un ingrediente principal de dulce de leche en Argentina?,"['leche', 'albóndiga', 'laurel', 'Morcilla de Asturias']",leche,dulce de leche,Argentina,main ingredient
¿En qué país es tradicionalmente popular el plato dulce de leche?,"['España', 'Venezuela', 'Argentina', 'México']",Argentina,dulce de leche,Argentina,country of traditional dish
¿Cuál es un ingrediente principal de humita en Argentina?,"['maíz', 'pan', 'queso crema', 'carne deshebrada']",maíz,humita,Argentina,main ingredient
¿En qué país es tradicionalmente popular el plato humita?,"['México', 'Perú', 'Argentina', 'Colombia']",Argentina,humita,Argentina,country of traditional dish
¿Cuál es un ingrediente principal de mote en Argentina?,"['chile en polvo', 'leche condensada', 'azúcar blanco', 'maíz']",maíz,mote,Argentina,main ingredient
¿En qué país es tradicionalmente popular el plato mote?,"['España', 'Colombia', 'México', 'Argentina']",Argentina,mote,Argentina,country of traditional dish
¿En qué país es tradicionalmente popular el plato Puchero?,"['Argentina', 'Perú', 'Venezuela', 'España']",Argentina,Puchero,Argentina,country of traditional dish
¿En qué país es tradicionalmente popular el plato Jesuita?,"['México', 'Argentina', 'Colombia', 'España']",Argentina,Jesuita,Argentina,country of traditional dish
¿En qué país es tradicionalmente popular el plato Niños envueltos?,"['Colombia', 'Perú', 'México', 'Argentina']",Argentina,Niños envueltos,Argentina,country of traditional dish
¿Cuál es un ingrediente principal de Postre Balcarce en Argentina?,"['coco', 'pallar', 'chorizo', 'mote']",coco,Postre Balcarce,Argentina,main ingredient
¿En qué país es tradicionalmente popular el plato Postre Balcarce?,"['Argentina', 'Venezuela', 'México', 'Perú']",Argentina,Postre Balcarce,Argentina,country of traditional dish
¿Cuál es un ingrediente principal de pantruca en Argentina?,"['queso fresco', 'harina', 'hojaldre', 'Compango']",harina,pantruca,Argentina,main ingredient
¿En qué país es tradicionalmente popular el plato pantruca?,"['Argentina', 'Venezuela', 'España', 'Colombia']",Argentina,pantruca,Argentina,country of traditional dish
¿Cuál es un ingrediente principal de Pebete en Argentina?,"['lechón', 'lenteja', 'pasta', 'bollo']",bollo,Pebete,Argentina,main ingredient
¿En qué país es tradicionalmente popular el plato Pebete?,"['México', 'Colombia', 'España', 'Argentina']",Argentina,Pebete,Argentina,country of traditional dish
¿En qué país es tradicionalmente popular el plato Lechona?,"['España', 'Colombia', 'Perú', 'Argentina']",Colombia,Lechona,Colombia,country of traditional dish
¿Cuál es un ingrediente principal de Arepa en Colombia?,"['azúcar de caña', 'piña', 'harina de maíz', 'gamba o langostino']",harina de maíz,Arepa,Colombia,main ingredient
¿En qué país es tradicionalmente popular el plato Arepa?,"['México', 'Colombia', 'Argentina', 'Perú']",Colombia,Arepa,Colombia,country of traditional dish
¿Cuál es un ingrediente principal de Arepa rellena en Colombia?,"['cuajo', 'huevo', 'mariscos', 'harina de maíz']",harina de maíz,Arepa rellena,Colombia,main ingredient
¿En qué país es tradicionalmente popular el plato Arepa rellena?,"['España', 'Colombia', 'Venezuela', 'Perú']",Colombia,Arepa rellena,Colombia,country of traditional dish
¿En qué país es tradicionalmente popular el plato ajiaco?,"['Colombia', 'España', 'Perú', 'México']",Colombia,ajiaco,Colombia,country of traditional dish
¿En qué país es tradicionalmente popular el plato Chocolate Indígena?,"['España', 'Colombia', 'México', 'Perú']",Colombia,Chocolate Indígena,Colombia,country of traditional dish
¿En qué país es tradicionalmente popular el plato roscón?,"['Colombia', 'Argentina', 'Perú', 'España']",Colombia,roscón,Colombia,country of traditional dish
¿Cuál es un ingrediente principal de mote en Colombia?,"['maíz', 'chile en polvo', 'piel de cerdo', 'aceite de semillas']",maíz,mote,Colombia,main ingredient
¿En qué país es tradicionalmente popular el plato mote?,"['Colombia', 'España', 'Perú', 'Argentina']",Colombia,mote,Colombia,country of traditional dish
¿En qué país es tradicionalmente popular el plato Puchero?,"['España', 'Argentina', 'Venezuela', 'Colombia']",Colombia,Puchero,Colombia,country of traditional dish
¿Cuál es un ingrediente principal de changua en Colombia?,"['col', 'leche de vaca', 'cerdo', 'chile en polvo']",leche de vaca,changua,Colombia,main ingredient
¿En qué país es tradicionalmente popular el plato changua?,"['Venezuela', 'Colombia', 'México', 'Perú']",Colombia,changua,Colombia,country of traditional dish
¿En qué país es tradicionalmente popular el plato Mute?,"['Colombia', 'Venezuela', 'Argentina', 'España']",Colombia,Mute,Colombia,country of traditional dish
¿Cuál es un ingrediente principal de Arroz atollado en Colombia?,"['carne deshebrada', 'manjar blanco (Hispanidad)', 'legumbre', 'papa']",papa,Arroz atollado,Colombia,main ingredient
¿En qué país es tradicionalmente popular el plato Arroz atollado?,"['Perú', 'España', 'Colombia', 'Venezuela']",Colombia,Arroz atollado,Colombia,country of traditional dish
¿En qué país es tradicionalmente popular el plato Chocolate de Cacao?,"['Colombia', 'Perú', 'México', 'Argentina']",Colombia,Chocolate de Cacao,Colombia,country of traditional dish
¿Cuál es un ingrediente principal de bocadillo en Colombia?,"['azúcar blanco', 'jamón del país', 'cereza', 'azúcar de caña']",azúcar de caña,bocadillo,Colombia,main ingredient
¿En qué país es tradicionalmente popular el plato bocadillo?,"['España', 'Perú', 'México', 'Colombia']",Colombia,bocadillo,Colombia,country of traditional dish
¿En qué país es tradicionalmente popular el plato Cuchuco?,"['Argentina', 'Colombia', 'Venezuela', 'Perú']",Colombia,Cuchuco,Colombia,country of traditional dish
¿Cuál es un ingrediente principal de almojábana en Colombia?,"['crema de leche', 'Fubá', 'tamal', 'mote']",Fubá,almojábana,Colombia,main ingredient
¿En qué país es tradicionalmente popular el plato almojábana?,"['Perú', 'España', 'Colombia', 'Argentina']",Colombia,almojábana,Colombia,country of traditional dish
¿Cuál es un ingrediente principal de Polvorosa en Colombia?,"['jugo de lima', 'queso fresco', 'chocolate', 'maicena']",maicena,Polvorosa,Colombia,main ingredient
¿En qué país es tradicionalmente popular el plato Polvorosa?,"['Venezuela', 'Perú', 'Colombia', 'México']",Colombia,Polvorosa,Colombia,country of traditional dish
¿En qué país es tradicionalmente popular el plato oblea?,"['Colombia', 'México', 'Argentina', 'Venezuela']",Colombia,oblea,Colombia,country of traditional dish
¿Cuál es un ingrediente principal de Cuca en Colombia?,"['panela', 'guisado', 'tripas', 'Wantán']",panela,Cuca,Colombia,main ingredient
¿En qué país es tradicionalmente popular el plato Cuca?,"['Colombia', 'España', 'Venezuela', 'Argentina']",Colombia,Cuca,Colombia,country of traditional dish
¿En qué país es tradicionalmente popular el plato ajiaco?,"['Argentina', 'México', 'Colombia', 'España']",Colombia,ajiaco,Colombia,country of traditional dish
¿Cuál es un ingrediente principal de Pan de jamón en Colombia?,"['pan', 'castaña', 'verde oliva', 'aceite de girasol']",verde oliva,Pan de jamón,Colombia,main ingredient
¿En qué país es tradicionalmente popular el plato Pan de jamón?,"['México', 'España', 'Venezuela', 'Colombia']",Colombia,Pan de jamón,Colombia,country of traditional dish
¿En qué país es tradicionalmente popular el plato friche?,"['Perú', 'España', 'Venezuela', 'Colombia']",Colombia,friche,Colombia,country of traditional dish
¿En qué país es tradicionalmente popular el plato ropa vieja?,"['España', 'Colombia', 'México', 'Venezuela']",Colombia,ropa vieja,Colombia,country of traditional dish
¿Cuál es un ingrediente principal de Arepa de choclo en Colombia?,"['carne de vaca deshebrada', 'aceite de oliva', 'Quesos de Colombia', 'panela']",panela,Arepa de choclo,Colombia,main ingredient
¿En qué país es tradicionalmente popular el plato Arepa de choclo?,"['Argentina', 'Venezuela', 'España', 'Colombia']",Colombia,Arepa de choclo,Colombia,country of traditional dish
¿Cuál es un ingrediente principal de Pandebono en Colombia?,"['jengibre', 'mermelada de leche', 'manteca de cerdo', 'maicena']",maicena,Pandebono,Colombia,main ingredient
¿En qué país es tradicionalmente popular el plato Pandebono?,"['Venezuela', 'México', 'Perú', 'Colombia']",Colombia,Pandebono,Colombia,country of traditional dish
¿En qué país es tradicionalmente popular el plato tacacho con cecina?,"['Perú', 'Colombia', 'Venezuela', 'México']",Colombia,tacacho con cecina,Colombia,country of traditional dish
¿Cuál es un ingrediente principal de Salpicón de frutas en Colombia?,"['hielo', 'tamal', 'Mató', 'cola']",cola,Salpicón de frutas,Colombia,main ingredient
¿En qué país es tradicionalmente popular el plato Salpicón de frutas?,"['Perú', 'Argentina', 'España', 'Colombia']",Colombia,Salpicón de frutas,Colombia,country of traditional dish
¿Cuál es un ingrediente principal de Arepa de plátano maduro en Colombia?,"['plátano de cocinar', 'dulce de membrillo', 'vainilla', 'cereza']",plátano de cocinar,Arepa de plátano maduro,Colombia,main ingredient
¿En qué país es tradicionalmente popular el plato Arepa de plátano maduro?,"['Venezuela', 'México', 'España', 'Colombia']",Colombia,Arepa de plátano maduro,Colombia,country of traditional dish
¿Cuál es un ingrediente principal de Arepa de huevo en Colombia?,"['Fubá', 'cereal', 'Morcilla de Asturias', 'panceta']",Fubá,Arepa de huevo,Colombia,main ingredient
¿En qué país es tradicionalmente popular el plato Arepa de huevo?,"['Colombia', 'Venezuela', 'México', 'España']",Colombia,Arepa de huevo,Colombia,country of traditional dish
¿Cuál es un ingrediente principal de melcocha en Colombia?,"['mayonesa', 'azúcar morena', 'harina', 'panela']",panela,melcocha,Colombia,main ingredient
¿En qué país es tradicionalmente popular el plato melcocha?,"['Colombia', 'Perú', 'Argentina', 'México']",Colombia,melcocha,Colombia,country of traditional dish
¿Cuál es un ingrediente principal de Caldo de costilla en Colombia?,"['papa', 'carne de res', 'pasta', 'chuño']",carne de res,Caldo de costilla,Colombia,main ingredient
¿En qué país es tradicionalmente popular el plato Caldo de costilla?,"['Argentina', 'Colombia', 'España', 'México']",Colombia,Caldo de costilla,Colombia,country of traditional dish
¿Cuál es un ingrediente principal de Pisca andina en Venezuela?,"['perejil', 'aceite de oliva', 'pera', 'papas fritas']",perejil,Pisca andina,Venezuela,main ingredient
¿En qué país es tradicionalmente popular el plato Pisca andina?,"['España', 'Perú', 'México', 'Venezuela']",Venezuela,Pisca andina,Venezuela,country of traditional dish
¿En qué país es tradicionalmente popular el plato Chocolate de Cacao?,"['España', 'Perú', 'Argentina', 'Venezuela']",Venezuela,Chocolate de Cacao,Venezuela,country of traditional dish
¿Cuál es un ingrediente principal de Golfeado en Venezuela?,"['Almendra', 'panela', 'leche condensada', 'conejo']",panela,Golfeado,Venezuela,main ingredient
¿En qué país es tradicionalmente popular el plato Golfeado?,"['España', 'Venezuela', 'Argentina', 'México']",Venezuela,Golfeado,Venezuela,country of traditional dish
¿En qué país es tradicionalmente popular el plato Cachito de jamón?,"['México', 'Argentina', 'Perú', 'Venezuela']",Venezuela,Cachito de jamón,Venezuela,country of traditional dish
¿Cuál es un ingrediente principal de asado negro en Venezuela?,"['yema', 'panza de cerdo', 'carne de res', 'castaña']",carne de res,asado negro,Venezuela,main ingredient
¿En qué país es tradicionalmente popular el plato asado negro?,"['Venezuela', 'Perú', 'España', 'Colombia']",Venezuela,asado negro,Venezuela,country of traditional dish
¿Cuál es un ingrediente principal de Mandoca en Venezuela?,"['col', 'hoja de banana', 'Fubá', 'aliño']",Fubá,Mandoca,Venezuela,main ingredient
¿En qué país es tradicionalmente popular el plato Mandoca?,"['Colombia', 'Venezuela', 'Perú', 'España']",Venezuela,Mandoca,Venezuela,country of traditional dish
¿En qué país es tradicionalmente popular el plato dulce de lechosa?,"['España', 'Venezuela', 'Colombia', 'Argentina']",Venezuela,dulce de lechosa,Venezuela,country of traditional dish
¿Cuál es un ingrediente principal de Polvorosa en Venezuela?,"['leche de vaca', 'dulce de leche', 'salsa criolla', 'queso fresco']",leche de vaca,Polvorosa,Venezuela,main ingredient
¿En qué país es tradicionalmente popular el plato Polvorosa?,"['Venezuela', 'Colombia', 'España', 'Perú']",Venezuela,Polvorosa,Venezuela,country of traditional dish
¿Cuál es un ingrediente principal de Cuca en Venezuela?,"['pasta de almendra', 'plátano', 'haba', 'panela']",panela,Cuca,Venezuela,main ingredient
¿En qué país es tradicionalmente popular el plato Cuca?,"['México', 'Argentina', 'Venezuela', 'Perú']",Venezuela,Cuca,Venezuela,country of traditional dish
¿Cuál es un ingrediente principal de Tequeño en Venezuela?,"['pargo rojo', 'caldo de pescado', 'hortaliza', 'harina']",harina,Tequeño,Venezuela,main ingredient
¿En qué país es tradicionalmente popular el plato Tequeño?,"['México', 'Venezuela', 'España', 'Colombia']",Venezuela,Tequeño,Venezuela,country of traditional dish
¿Cuál es un ingrediente principal de Cachapa en Venezuela?,"['cola', 'maíz', 'panela', 'alcaparra']",maíz,Cachapa,Venezuela,main ingredient
¿En qué país es tradicionalmente popular el plato Cachapa?,"['Colombia', 'Argentina', 'Venezuela', 'España']",Venezuela,Cachapa,Venezuela,country of traditional dish
¿Cuál es un ingrediente principal de Pan de jamón en Venezuela?,"['bollo', 'verde oliva', 'clara de huevo', 'pan']",verde oliva,Pan de jamón,Venezuela,main ingredient
¿En qué país es tradicionalmente popular el plato Pan de jamón?,"['Colombia', 'México', 'Venezuela', 'Perú']",Venezuela,Pan de jamón,Venezuela,country of traditional dish
¿En qué país es tradicionalmente popular el plato ropa vieja?,"['Venezuela', 'España', 'Argentina', 'México']",Venezuela,ropa vieja,Venezuela,country of traditional dish
¿Cuál es un ingrediente principal de panela en Venezuela?,"['caramelo', 'vino tinto', 'azúcar morena', 'ropa vieja']",azúcar morena,panela,Venezuela,main ingredient
¿En qué país es tradicionalmente popular el plato panela?,"['México', 'Venezuela', 'Argentina', 'Colombia']",Venezuela,panela,Venezuela,country of traditional dish
¿En qué país es tradicionalmente popular el plato Ensalada de gallina?,"['Colombia', 'España', 'Perú', 'Venezuela']",Venezuela,Ensalada de gallina,Venezuela,country of traditional dish
¿En qué país es tradicionalmente popular el plato Panela de San Joaquín?,"['Argentina', 'España', 'Venezuela', 'México']",Venezuela,Panela de San Joaquín,Venezuela,country of traditional dish
¿En qué país es tradicionalmente popular el plato Pan de queso?,"['Perú', 'Colombia', 'Venezuela', 'México']",Venezuela,Pan de queso,Venezuela,country of traditional dish
¿Cuál es un ingrediente principal de casabe de yuca en Venezuela?,"['grano de cacao', 'raíz de mandioca', 'manos de cerdo', 'Salsa vizcaína']",raíz de mandioca,casabe de yuca,Venezuela,main ingredient
¿En qué país es tradicionalmente popular el plato casabe de yuca?,"['Venezuela', 'Colombia', 'Perú', 'España']",Venezuela,casabe de yuca,Venezuela,country of traditional dish
¿Cuál es un ingrediente principal de Majarete en Venezuela?,"['bicarbonato', 'maíz', 'guisado', 'queso fresco']",maíz,Majarete,Venezuela,main ingredient
¿En qué país es tradicionalmente popular el plato Majarete?,"['Argentina', 'Venezuela', 'Colombia', 'México']",Venezuela,Majarete,Venezuela,country of traditional dish
¿Cuál es un ingrediente principal de Arepa en Venezuela?,"['masa', 'hoja de banana', 'Queso de año', 'harina de maíz']",harina de maíz,Arepa,Venezuela,main ingredient
¿En qué país es tradicionalmente popular el plato Arepa?,"['México', 'Perú', 'Argentina', 'Venezuela']",Venezuela,Arepa,Venezuela,country of traditional dish
¿En qué país es tradicionalmente popular el plato cabrito?,"['España', 'Venezuela', 'México', 'Colombia']",Venezuela,cabrito,Venezuela,country of traditional dish
¿Cuál es un ingrediente principal de Guiso de Hallaca en Venezuela?,"['hortaliza', 'aliño', 'hielo', 'albóndiga']",hortaliza,Guiso de Hallaca,Venezuela,main ingredient
¿En qué país es tradicionalmente popular el plato Guiso de Hallaca?,"['Venezuela', 'Colombia', 'México', 'Perú']",Venezuela,Guiso de Hallaca,Venezuela,country of traditional dish
¿En qué país es tradicionalmente popular el plato Chocolate Indígena?,"['México', 'Venezuela', 'Perú', 'Argentina']",Venezuela,Chocolate Indígena,Venezuela,country of traditional dish
¿Cuál es un ingrediente principal de pabellón criollo en Venezuela?,"['azúcar glas', 'tajada', 'huevo', 'dulce de membrillo']",tajada,pabellón criollo,Venezuela,main ingredient
¿En qué país es tradicionalmente popular el plato pabellón criollo?,"['Venezuela', 'Perú', 'Colombia', 'México']",Venezuela,pabellón criollo,Venezuela,country of traditional dish
¿Cuál es un ingrediente principal de Arepa de plátano maduro en Venezuela?,"['plátano de cocinar', 'panceta', 'oblea', 'lenteja']",plátano de cocinar,Arepa de plátano maduro,Venezuela,main ingredient
¿En qué país es tradicionalmente popular el plato Arepa de plátano maduro?,"['México', 'España', 'Venezuela', 'Perú']",Venezuela,Arepa de plátano maduro,Venezuela,country of traditional dish
¿Cuál es un ingrediente principal de hallaca en Venezuela?,"['pimienta negra', 'higo', 'chorizo', 'carne de res']",pimienta negra,hallaca,Venezuela,main ingredient
¿En qué país es tradicionalmente popular el plato hallaca?,"['Perú', 'España', 'Venezuela', 'Argentina']",Venezuela,hallaca,Venezuela,country of traditional dish
¿Cuál es un ingrediente principal de mote en Venezuela?,"['charqui', 'maíz', 'harina de trigo', 'bicarbonato']",maíz,mote,Venezuela,main ingredient
¿En qué país es tradicionalmente popular el plato mote?,"['Venezuela', 'Perú', 'México', 'Colombia']",Venezuela,mote,Venezuela,country of traditional dish
¿Cuál es un ingrediente principal de Naiboa en Venezuela?,"['azúcar glas', 'coco', 'Salsa vizcaína', 'panela']",panela,Naiboa,Venezuela,main ingredient
¿En qué país es tradicionalmente popular el plato Naiboa?,"['México', 'Argentina', 'Venezuela', 'España']",Venezuela,Naiboa,Venezuela,country of traditional dish
¿Cuál es un ingrediente principal de Charquicán en Perú?,"['semilla de anís', 'jamón', 'papa', 'charqui']",charqui,Charquicán,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato Charquicán?,"['Venezuela', 'México', 'Argentina', 'Perú']",Perú,Charquicán,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato shurumbo?,"['Colombia', 'Perú', 'España', 'Argentina']",Perú,shurumbo,Perú,country of traditional dish
¿Cuál es un ingrediente principal de jalea en Perú?,"['harina de centeno', 'judía verde', 'Queso de año', 'salsa criolla']",salsa criolla,jalea,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato jalea?,"['México', 'Perú', 'Colombia', 'España']",Perú,jalea,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato canelazo?,"['España', 'México', 'Colombia', 'Perú']",Perú,canelazo,Perú,country of traditional dish
¿Cuál es un ingrediente principal de anticucho en Perú?,"['tortilla', 'casquería', 'frijoles negros', 'Epinephelus']",casquería,anticucho,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato anticucho?,"['Perú', 'Argentina', 'España', 'Venezuela']",Perú,anticucho,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato choritos a la chalaca?,"['Perú', 'México', 'Venezuela', 'España']",Perú,choritos a la chalaca,Perú,country of traditional dish
¿Cuál es un ingrediente principal de arroz con leche en Perú?,"['Papa', 'plátano', 'leche de vaca', 'almendra']",leche de vaca,arroz con leche,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato arroz con leche?,"['España', 'Argentina', 'Venezuela', 'Perú']",Perú,arroz con leche,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato carbonada?,"['Argentina', 'Colombia', 'Venezuela', 'Perú']",Perú,carbonada,Perú,country of traditional dish
¿Cuál es un ingrediente principal de frejol colado en Perú?,"['yema', 'panela', 'pimpinella anisum', 'sangre']",panela,frejol colado,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato frejol colado?,"['México', 'Colombia', 'Perú', 'Venezuela']",Perú,frejol colado,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato causa ferreñafana?,"['México', 'Venezuela', 'Argentina', 'Perú']",Perú,causa ferreñafana,Perú,country of traditional dish
¿Cuál es un ingrediente principal de queso helado en Perú?,"['Almendra', 'tortilla de trigo', 'leche condensada', 'Consomé']",leche condensada,queso helado,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato queso helado?,"['Perú', 'Colombia', 'Argentina', 'México']",Perú,queso helado,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato Pan de tres puntas?,"['México', 'Colombia', 'Venezuela', 'Perú']",Perú,Pan de tres puntas,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato caldo de bolas?,"['México', 'Venezuela', 'Colombia', 'Perú']",Perú,caldo de bolas,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato pepián?,"['Colombia', 'México', 'Perú', 'España']",Perú,pepián,Perú,country of traditional dish
¿Cuál es un ingrediente principal de chorrillana en Perú?,"['berenjena', 'tomate', 'arcilla', 'Piñón']",tomate,chorrillana,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato chorrillana?,"['Colombia', 'Venezuela', 'México', 'Perú']",Perú,chorrillana,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato tacacho con cecina?,"['Perú', 'Venezuela', 'España', 'Colombia']",Perú,tacacho con cecina,Perú,country of traditional dish
¿Cuál es un ingrediente principal de shámbar en Perú?,"['membrillo', 'harina de arroz', 'harina de almendra', 'trigo']",trigo,shámbar,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato shámbar?,"['España', 'Venezuela', 'Argentina', 'Perú']",Perú,shámbar,Perú,country of traditional dish
¿Cuál es un ingrediente principal de sajta de pollo en Perú?,"['mermelada de leche', 'chuño', 'aceite de semillas', 'caldo de pescado']",chuño,sajta de pollo,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato sajta de pollo?,"['Venezuela', 'Argentina', 'España', 'Perú']",Perú,sajta de pollo,Perú,country of traditional dish
¿Cuál es un ingrediente principal de melcocha en Perú?,"['Anchoa', 'carne', 'masa madre', 'panela']",panela,melcocha,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato melcocha?,"['España', 'México', 'Colombia', 'Perú']",Perú,melcocha,Perú,country of traditional dish
¿Cuál es un ingrediente principal de locro en Perú?,"['leche condensada', 'tortilla', 'carne', 'panela']",carne,locro,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato locro?,"['Colombia', 'Perú', 'México', 'Venezuela']",Perú,locro,Perú,country of traditional dish
¿Cuál es un ingrediente principal de olluquito con charqui en Perú?,"['plátano macho', 'lenteja', 'charqui', 'ropa vieja']",charqui,olluquito con charqui,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato olluquito con charqui?,"['Perú', 'Venezuela', 'Colombia', 'España']",Perú,olluquito con charqui,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato Camotillo?,"['México', 'Perú', 'Venezuela', 'Argentina']",Perú,Camotillo,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato picante a la tacneña?,"['Perú', 'Argentina', 'Venezuela', 'España']",Perú,picante a la tacneña,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato turrón de Doña Pepa?,"['España', 'Perú', 'Argentina', 'Venezuela']",Perú,turrón de Doña Pepa,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato cuy chactao?,"['Venezuela', 'Colombia', 'España', 'Perú']",Perú,cuy chactao,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato chimbombo?,"['Perú', 'México', 'Argentina', 'Colombia']",Perú,chimbombo,Perú,country of traditional dish
¿Cuál es un ingrediente principal de pimientos rellenos en Perú?,"['laurel', 'pato', 'carne picada', 'garbanzo']",carne picada,pimientos rellenos,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato pimientos rellenos?,"['Colombia', 'Perú', 'España', 'Argentina']",Perú,pimientos rellenos,Perú,country of traditional dish
¿Cuál es un ingrediente principal de mazamorra morada en Perú?,"['pasa', 'maíz morado', 'cereza', 'aderezo peruano']",maíz morado,mazamorra morada,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato mazamorra morada?,"['México', 'Venezuela', 'Perú', 'Argentina']",Perú,mazamorra morada,Perú,country of traditional dish
¿Cuál es un ingrediente principal de sopa de cacahuete en Perú?,"['raíz de mandioca', 'maní', 'fruto', 'papa']",maní,sopa de cacahuete,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato sopa de cacahuete?,"['Colombia', 'Perú', 'Venezuela', 'México']",Perú,sopa de cacahuete,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato timpusca?,"['Argentina', 'España', 'Colombia', 'Perú']",Perú,timpusca,Perú,country of traditional dish
¿Cuál es un ingrediente principal de shikashika en Perú?,"['maíz', 'hielo', 'frijoles negros', 'mosto']",hielo,shikashika,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato shikashika?,"['España', 'Colombia', 'Perú', 'Venezuela']",Perú,shikashika,Perú,country of traditional dish
¿Cuál es un ingrediente principal de suspiro de limeña en Perú?,"['Teuthida', 'manjar blanco (Hispanidad)', 'tinta de calamar', 'queso']",manjar blanco (Hispanidad),suspiro de limeña,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato suspiro de limeña?,"['Colombia', 'Perú', 'Venezuela', 'España']",Perú,suspiro de limeña,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato locro peruano?,"['Colombia', 'Argentina', 'Perú', 'Venezuela']",Perú,locro peruano,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato pollada peruana?,"['Venezuela', 'Perú', 'Colombia', 'Argentina']",Perú,pollada peruana,Perú,country of traditional dish
¿Cuál es un ingrediente principal de sangrecita en Perú?,"['mazapán', 'sándwich', 'semilla de comino', 'sangre']",sangre,sangrecita,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato sangrecita?,"['Colombia', 'México', 'Perú', 'Argentina']",Perú,sangrecita,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato cauche?,"['Perú', 'Colombia', 'México', 'Venezuela']",Perú,cauche,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato king kong de manjarblanco?,"['Venezuela', 'España', 'Perú', 'México']",Perú,king kong de manjarblanco,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato arroz zambito?,"['México', 'España', 'Colombia', 'Perú']",Perú,arroz zambito,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato cabrito?,"['Perú', 'México', 'Venezuela', 'España']",Perú,cabrito,Perú,country of traditional dish
¿Cuál es un ingrediente principal de salchipapa en Perú?,"['picatostes', 'salchicha', 'leche de coco', 'casquería']",salchicha,salchipapa,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato salchipapa?,"['Perú', 'España', 'Colombia', 'Argentina']",Perú,salchipapa,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato Caldo verde?,"['México', 'Perú', 'España', 'Colombia']",Perú,Caldo verde,Perú,country of traditional dish
¿Cuál es un ingrediente principal de picarón en Perú?,"['sangre', 'leche evaporada', 'mote', 'panela']",panela,picarón,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato picarón?,"['Perú', 'España', 'Argentina', 'Colombia']",Perú,picarón,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato mazamorra de cochino?,"['Perú', 'Venezuela', 'México', 'Colombia']",Perú,mazamorra de cochino,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato Sublime?,"['Venezuela', 'Argentina', 'Perú', 'Colombia']",Perú,Sublime,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato Ceviche peruano?,"['Colombia', 'Perú', 'España', 'México']",Perú,Ceviche peruano,Perú,country of traditional dish
¿Cuál es un ingrediente principal de lomo saltado en Perú?,"['haba', 'leche cruda', 'salsa de soya', 'yema de huevo']",salsa de soya,lomo saltado,Perú,main ingredient
